id;address;categories;city;country;latitude;longitude;currency;menus.description;menus.name;name;postalCode;province
AVwcl3wsByjofQCxgAG7;2460 W 26th Ave;Hospices;Denver;US;39.7535;-105.017;USD;beef, pizza sauce, onions and provolone cheese;Cheese Pizza;Solamor Hospice | Denver, Co;80211;CO
AVwcl3wsByjofQCxgAG7;2460 W 26th Ave;Hospices;Denver;US;39.7535;-105.017;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Pepperoni Pizza;Solamor Hospice | Denver, Co;80211;CO
AVwcl691kufWRAb5w4-V;34579 Yucaipa Blvd;Pizza Place,Buffet,Wings Joint;Yucaipa;US;34.03323689;-117.0502934;USD;Smoked pepper sauce, squash, onion, almond, feta, salsa verde;California Pizza;Pizza Chalet;92399;CA
AVwcl691kufWRAb5w4-V;34579 Yucaipa Blvd;Pizza Place,Buffet,Wings Joint;Yucaipa;US;34.03323689;-117.0502934;USD;Red sauce, pork belly, housemade sausage, bacon, ham, mozzarella.;Pizza Chalet Special;Pizza Chalet;92399;CA
AVwcl8yZ_7pvs4fzw00-;8001 N Port Washington Rd;Italian Restaurant;Milwaukee;US;43.162429;-87.91198075;USD;Soy onion spread, pulled chicken, red pepper, scallion, shitake, mozzarella;Cheese Pizza;Calderone Club;53217;Glendale
AVwclAC4kufWRAb5wuX7;1250 W Lake St;Hot Dog Joint;Addison;US;41.94476156;-88.01763178;USD;Cheese, sausage, pepperoni;Pizza Mania;Franky's;60101;IL
AVwclAC4kufWRAb5wuX7;1250 W Lake St;Hot Dog Joint;Addison;US;41.94476156;-88.01763178;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Pizza Puffs;Franky's;60101;IL
AVwcleIFkufWRAb5wznl;112 Internatl Boardwalk;Japanese Restaurant South Redondo Beach,Japanese Restaurant;Redondo Beach;US;33.8315;-118.385;USD;beef, pizza sauce, onions and provolone cheese;Miso Pizza;Izakaya Bincho;90277;CA
AVwcleIFkufWRAb5wznl;112 Internatl Boardwalk;Japanese Restaurant South Redondo Beach,Japanese Restaurant;Redondo Beach;US;33.8315;-118.385;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Tofu Pizza;Izakaya Bincho;90277;CA
AVwclFVk_7pvs4fzwq1R;637 Wyckoff Ave;Pizza Place;Wyckoff;US;41.010715;-74.1728;USD;Smoked pepper sauce, squash, onion, almond, feta, salsa verde;Bbq Chicken Pizza;Giovanni's Pizzeria;7481;NJ
AVwclFVk_7pvs4fzwq1R;637 Wyckoff Ave;Pizza Place;Wyckoff;US;41.010715;-74.1728;USD;Red sauce, pork belly, housemade sausage, bacon, ham, mozzarella.;Bbq Chicken Pizza;Giovanni's Pizzeria;7481;NJ
AVwclFVk_7pvs4fzwq1R;637 Wyckoff Ave;Pizza Place;Wyckoff;US;41.010715;-74.1728;USD;Soy onion spread, pulled chicken, red pepper, scallion, shitake, mozzarella;Chicken Parmigiana Pizza;Giovanni's Pizzeria;7481;NJ
AVwclFVk_7pvs4fzwq1R;637 Wyckoff Ave;Pizza Place;Wyckoff;US;41.010715;-74.1728;USD;Cheese, sausage, pepperoni;Deep Dish Pan Pizza;Giovanni's Pizzeria;7481;NJ
AVwclFVk_7pvs4fzwq1R;637 Wyckoff Ave;Pizza Place;Wyckoff;US;41.010715;-74.1728;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Large Cheese Pizza;Giovanni's Pizzeria;7481;NJ
AVwclFVk_7pvs4fzwq1R;637 Wyckoff Ave;Pizza Place;Wyckoff;US;41.010715;-74.1728;USD;beef, pizza sauce, onions and provolone cheese;Large Pizza;Giovanni's Pizzeria;7481;NJ
AVwclFVk_7pvs4fzwq1R;637 Wyckoff Ave;Pizza Place;Wyckoff;US;41.010715;-74.1728;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Personal Pizza;Giovanni's Pizzeria;7481;NJ
AVwclFVk_7pvs4fzwq1R;637 Wyckoff Ave;Pizza Place;Wyckoff;US;41.010715;-74.1728;USD;Cheese, sausage, pepperoni;Sicilian Pizza;Giovanni's Pizzeria;7481;NJ
AVwclFVk_7pvs4fzwq1R;637 Wyckoff Ave;Pizza Place;Wyckoff;US;41.010715;-74.1728;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Small Cheese Pizza;Giovanni's Pizzeria;7481;NJ
AVwclFVk_7pvs4fzwq1R;637 Wyckoff Ave;Pizza Place;Wyckoff;US;41.010715;-74.1728;USD;beef, pizza sauce, onions and provolone cheese;Small Pizza;Giovanni's Pizzeria;7481;NJ
AVwclK0bByjofQCxf3dp;1420 E Hatch Rd;Pizza Place,Restaurant;Modesto;US;37.60925;-120.97111;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Cheese Pizza;Rico's Pizza;95351;CA
AVwclL8ykufWRAb5wwdX;11200 Scaggsville Rd;Pizza Place,Restaurant,Caterers,Restaurants,Pizza;Laurel;US;39.14696;-76.89989;USD;Smoked pepper sauce, squash, onion, almond, feta, salsa verde;Pizza Fries;Lucero's Pizza;20723;MD
AVwc-ln6_7pvs4fz0-I5;10401 Us 441;Italian Restaurant;Belleview;US;29.07113559;-82.07051306;USD;Red sauce, pork belly, housemade sausage, bacon, ham, mozzarella.;Large 4 Topping Pizza;Pasta Faire;34420;FL
AVwc-ln6_7pvs4fz0-I5;10401 Us 441;Italian Restaurant;Belleview;US;29.07113559;-82.07051306;USD;Soy onion spread, pulled chicken, red pepper, scallion, shitake, mozzarella;Large 4 Topping Pizza;Pasta Faire;34420;FL
AVwc-ln6_7pvs4fz0-I5;10401 Us 441;Italian Restaurant;Belleview;US;29.07113559;-82.07051306;USD;Cheese, sausage, pepperoni;Large 6 Toppings Pizza;Pasta Faire;34420;FL
AVwc-ln6_7pvs4fz0-I5;10401 Us 441;Italian Restaurant;Belleview;US;29.07113559;-82.07051306;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Large 6 Toppings Pizza;Pasta Faire;34420;FL
AVwc-ln6_7pvs4fz0-I5;10401 Us 441;Italian Restaurant;Belleview;US;29.07113559;-82.07051306;USD;beef, pizza sauce, onions and provolone cheese;Medium 4 Topping Pizza;Pasta Faire;34420;FL
AVwc-ln6_7pvs4fz0-I5;10401 Us 441;Italian Restaurant;Belleview;US;29.07113559;-82.07051306;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Medium 4 Topping Pizza;Pasta Faire;34420;FL
AVwc-ln6_7pvs4fz0-I5;10401 Us 441;Italian Restaurant;Belleview;US;29.07113559;-82.07051306;USD;Smoked pepper sauce, squash, onion, almond, feta, salsa verde;Medium 6 Topping Pizza;Pasta Faire;34420;FL
AVwc-ln6_7pvs4fz0-I5;10401 Us 441;Italian Restaurant;Belleview;US;29.07113559;-82.07051306;USD;Red sauce, pork belly, housemade sausage, bacon, ham, mozzarella.;Medium 6 Topping Pizza;Pasta Faire;34420;FL
AVwclOpdIN2L1WUfmlHk;1812 Red Cliffs Dr;Restaurants,Banquet Halls & Reception Facilities,Italian Restaurants,Family Style Restaurants,Pizza;Saint George;US;37.118553;-113.544716;USD;Soy onion spread, pulled chicken, red pepper, scallion, shitake, mozzarella;Pizza Con Formaggio;Buca Di Beppo;84790;Bloomington Hills
AVwclOYFIN2L1WUfmlD-;8370 E State Route 69;Restaurant,Take Out Restaurants,Food and Beverage,Restaurants,Mexican Restaurants;Prescott Valley;US;34.585773;-112.319275;USD;Cheese, sausage, pepperoni;Mexican Pizza;Olivas' Mexican Food;86314;AZ
AVwclTFcByjofQCxf5BO;6 Bessom St;Sandwich Place;Marblehead;US;42.50031408;-70.85926875;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Pizza Roll;Village Roast Beef & Seafood;1945;MA
AVwcluzSIN2L1WUfmrNj;8809 Baltimore National Pike;Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants;Ellicott City;US;39.27898;-76.81683;USD;beef, pizza sauce, onions and provolone cheese;Pizza Abbroz;Stella Notte;21043;Oella
AVwcluzSIN2L1WUfmrNj;8809 Baltimore National Pike;Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants;Ellicott City;US;39.27898;-76.81683;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Pizza Barbeque;Stella Notte;21043;Oella
AVwcluzSIN2L1WUfmrNj;8809 Baltimore National Pike;Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants;Ellicott City;US;39.27898;-76.81683;USD;Cheese, sausage, pepperoni;Pizza Carne;Stella Notte;21043;Oella
AVwcluzSIN2L1WUfmrNj;8809 Baltimore National Pike;Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants;Ellicott City;US;39.27898;-76.81683;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Pizza Finito;Stella Notte;21043;Oella
AVwcluzSIN2L1WUfmrNj;8809 Baltimore National Pike;Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants;Ellicott City;US;39.27898;-76.81683;USD;beef, pizza sauce, onions and provolone cheese;Pizza Fresca;Stella Notte;21043;Oella
AVwcluzSIN2L1WUfmrNj;8809 Baltimore National Pike;Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants;Ellicott City;US;39.27898;-76.81683;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Pizza Hawaiian;Stella Notte;21043;Oella
AVwcluzSIN2L1WUfmrNj;8809 Baltimore National Pike;Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants;Ellicott City;US;39.27898;-76.81683;USD;Smoked pepper sauce, squash, onion, almond, feta, salsa verde;Pizza Seafood, White or Red;Stella Notte;21043;Oella
AVwcluzSIN2L1WUfmrNj;8809 Baltimore National Pike;Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants;Ellicott City;US;39.27898;-76.81683;USD;Red sauce, pork belly, housemade sausage, bacon, ham, mozzarella.;Pizza Stella Notte;Stella Notte;21043;Oella
AVwcluzSIN2L1WUfmrNj;8809 Baltimore National Pike;Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants;Ellicott City;US;39.27898;-76.81683;USD;Soy onion spread, pulled chicken, red pepper, scallion, shitake, mozzarella;Plain Cheese Pizza;Stella Notte;21043;Oella
AVwcm3sdIN2L1WUfm4hx;1101 Filbert St;Fried Chicken Joint;Philadelphia;US;39.952679;-75.158251;USD;Cheese, sausage, pepperoni;Pizza Role;Crown Fried Chicken;19107;Wm Penn Anx W
AVwcmB6x_7pvs4fzw1mP;3960 Commercial St S E;Mexican Restaurant Morningside,Mexican Restaurant;Salem;US;44.90242601;-123.0396652;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Enchilada Pizza;La Hacienda Real;;OR
AVwcmB6x_7pvs4fzw1mP;3960 Commercial St S E;Mexican Restaurant Morningside,Mexican Restaurant;Salem;US;44.90242601;-123.0396652;USD;beef, pizza sauce, onions and provolone cheese;Mexican Pizza;La Hacienda Real;;OR
AVwcmB6x_7pvs4fzw1mP;3960 Commercial St S E;Mexican Restaurant Morningside,Mexican Restaurant;Salem;US;44.90242601;-123.0396652;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Quesadilla Pizza;La Hacienda Real;;OR
AVwcmB6x_7pvs4fzw1mP;3960 Commercial St S E;Mexican Restaurant Morningside,Mexican Restaurant;Salem;US;44.90242601;-123.0396652;USD;Smoked pepper sauce, squash, onion, almond, feta, salsa verde;Taco Pizza;La Hacienda Real;;OR
AVwcmB6x_7pvs4fzw1mP;3960 Commercial St S E;Mexican Restaurant Morningside,Mexican Restaurant;Salem;US;44.90242601;-123.0396652;USD;Red sauce, pork belly, housemade sausage, bacon, ham, mozzarella.;Tamale Pizza;La Hacienda Real;;OR
AVwcmB6x_7pvs4fzw1mP;3960 Commercial St S E;Mexican Restaurant Morningside,Mexican Restaurant;Salem;US;44.90242601;-123.0396652;USD;Soy onion spread, pulled chicken, red pepper, scallion, shitake, mozzarella;Taquitos Pizza;La Hacienda Real;;OR
AVwcmeGpByjofQCxgG3_;6550 Topanga Canyon Blvd;Restaurant;Chatsworth;US;34.189596;-118.605887;USD;Cheese, sausage, pepperoni;Flatbread Pizza, Caramelized Onion, Goat Cheese, Wild Mushrooms;Nm Cafe At Neiman Marcus Topanga;91313;CA
AVwcmeGpByjofQCxgG3_;6550 Topanga Canyon Blvd;Restaurant;Chatsworth;US;34.189596;-118.605887;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Flatbread Pizza, Fresh Mozzarella, Basil, Roasted Garlic and Pine Nuts;Nm Cafe At Neiman Marcus Topanga;91313;CA
AVwcmEON_7pvs4fzw15m;1500 N Clybourn Ave;American Restaurant,Restaurant,Bowling Alley,Bowling Alleys,Sports Bar;Chicago;US;41.908528;-87.646393;USD;beef, pizza sauce, onions and provolone cheese;Pizza of The Week;Kings Chicago - Lincoln Park;60610;Fort Dearborn
AVwcmfTmkufWRAb5w_TL;5655 Manitou Rd;Italian Restaurant and Pizza Place;Excelsior;US;44.90125519;-93.58864255;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Cheese Pizza;Joey Nova's Pizzeria and Grilled Subs;55331;Deephaven
AVwcmfTmkufWRAb5w_TL;5655 Manitou Rd;Italian Restaurant and Pizza Place;Excelsior;US;44.90125519;-93.58864255;USD;Cheese, sausage, pepperoni;Slice of Cheese Pizza;Joey Nova's Pizzeria and Grilled Subs;55331;Deephaven
AVwcmfTmkufWRAb5w_TL;5655 Manitou Rd;Italian Restaurant and Pizza Place;Excelsior;US;44.90125519;-93.58864255;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Thick or Thin Crust Cheese Pizza;Joey Nova's Pizzeria and Grilled Subs;55331;Deephaven
AVwcmfYgByjofQCxgHHI;2320 Tiffin Ave;Pizza Place;Findlay;US;41.05692963;-83.59660295;USD;beef, pizza sauce, onions and provolone cheese;Pizza;Bellacino's Grinders & Pizza;45840;OH
AVwcmhOFkufWRAb5w_um;600 George Washington Hwy;Bar,Lounge,Bar and Lounge;Lincoln;US;41.93478118;-71.48750067;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Thin Grilled Pizza or Thick Crust;Suite 600;2865;RI
AVwcmhOFkufWRAb5w_um;600 George Washington Hwy;Bar,Lounge,Bar and Lounge;Lincoln;US;41.93478118;-71.48750067;USD;Smoked pepper sauce, squash, onion, almond, feta, salsa verde;Thin Grilled Pizza or Thick Crust;Suite 600;2865;RI
AVwcmkzOIN2L1WUfm1B1;8436 S 88th Ave;Restaurants,Food & Entertainment,Pizza Place;Justice;US;41.736555;-87.838222;USD;Red sauce, pork belly, housemade sausage, bacon, ham, mozzarella.;Pizza Bread;John Gino's Pizza;60458;IL
AVwcmkzOIN2L1WUfm1B1;8436 S 88th Ave;Restaurants,Food & Entertainment,Pizza Place;Justice;US;41.736555;-87.838222;USD;Soy onion spread, pulled chicken, red pepper, scallion, shitake, mozzarella;Pizza Bread;John Gino's Pizza;60458;IL
AVwcmp9nkufWRAb5xBPB;3558 W Pinhook Rd;Mexican Restaurant;Lafayette;US;30.16026623;-91.9915483;USD;Cheese, sausage, pepperoni;Mexican Pizza;Blue Agave Mexican Restaurant;70508;LA
AVwcn3MD_7pvs4fzxLAq;31 S Arlington Ave;Caf Hollins Park,American Restaurants,Restaurants,Caf��,Café;Baltimore;US;39.287831;-76.635059;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Cheese Personal Pizza;Goodfella's Cafe;21223;MD
AVwcnAtOByjofQCxgM4L;487 S Business Route 5;Restaurant,Pizza Place;Camdenton;US;38.015007;-92.75593;USD;beef, pizza sauce, onions and provolone cheese;Cheese Pizza;Caseys Carry Out Pizza;65020;MO
AVwcnAtOByjofQCxgM4L;487 S Business Route 5;Restaurant,Pizza Place;Camdenton;US;38.015007;-92.75593;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Mini Pizza Bites;Caseys Carry Out Pizza;65020;MO
AVwcnAtOByjofQCxgM4L;487 S Business Route 5;Restaurant,Pizza Place;Camdenton;US;38.015007;-92.75593;USD;Smoked pepper sauce, squash, onion, almond, feta, salsa verde;Pizza By The Slice;Caseys Carry Out Pizza;65020;MO
AVwcnAtOByjofQCxgM4L;487 S Business Route 5;Restaurant,Pizza Place;Camdenton;US;38.015007;-92.75593;USD;Red sauce, pork belly, housemade sausage, bacon, ham, mozzarella.;Specialty Pizza;Caseys Carry Out Pizza;65020;MO
AVwcnDT5kufWRAb5xF8Y;134 N Wayne Ave;Restaurant;Wayne;US;40.045304;-75.388245;USD;Soy onion spread, pulled chicken, red pepper, scallion, shitake, mozzarella;Covaccino Pizza;Vecchia - Wayne;19087;Saint Davids
AVwcneD-kufWRAb5xKrk;1 Station Plz;Restaurant,American Restaurant,Sandwich Place,Bar;Rye;US;40.986231;-73.678849;USD;Cheese, sausage, pepperoni;Breakfast Pizza;Rye Grill and Bar;10580;NY
AVwcneD-kufWRAb5xKrk;1 Station Plz;Restaurant,American Restaurant,Sandwich Place,Bar;Rye;US;40.986231;-73.678849;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Breakfast Pizza;Rye Grill and Bar;10580;NY
AVwcnKeSByjofQCxgOzO;5300 N Braeswood Blvd;Pizza Place and Italian Restaurant Meyerland Area,Restaurants;Houston;US;29.67904;-95.47744;USD;beef, pizza sauce, onions and provolone cheese;Mediterranean Pizza;La Fresca Pizza;77096;TX
AVwcnnBKByjofQCxgTeF;1716 Liberty Rd;American Restaurant,Wine Bar and American Restaurant,Wine Bar,Food and Beverage;Sykesville;US;39.399492;-76.934053;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Mozzarella Pizza;The County Cork Wine Pub;21784;MD
AVwcnqrvkufWRAb5xNJu;2404 Sunnyside Dr;Harbor / Marina,Cadillac Restaurants;Cadillac;US;44.232479;-85.448498;USD;Cheese, sausage, pepperoni;10 Inches Pizza Cheese;The Marina;49601;MI
AVwcnqrvkufWRAb5xNJu;2404 Sunnyside Dr;Harbor / Marina,Cadillac Restaurants;Cadillac;US;44.232479;-85.448498;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;16 Inches Pizza Cheese;The Marina;49601;MI
AVwcnr2H_7pvs4fzxJFF;2201 Uptown Loop N E;Restaurant;Albuquerque;US;35.102334;-106.565335;USD;beef, pizza sauce, onions and provolone cheese;Chicago Deep Dish Pizza;The Melting Pot - Albuquerque;87110;NM
AVwcnr2H_7pvs4fzxJFF;2201 Uptown Loop N E;Restaurant;Albuquerque;US;35.102334;-106.565335;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Pizza Topping Dippers;The Melting Pot - Albuquerque;87110;NM
AVwcns7ZIN2L1WUfnB14;121 123 South St;Restaurant;Philadelphia;US;39.941495;-75.144845;USD;Smoked pepper sauce, squash, onion, almond, feta, salsa verde;Create Your Own Pizza;Pietro's Coal Oven Pizza - South Street;19147;PA
AVwco5kIByjofQCxgijC;257 Main St;Pizza Place;Wareham;US;41.75920526;-70.71649555;USD;Red sauce, pork belly, housemade sausage, bacon, ham, mozzarella.;Cheese Pizza;Minervas;2571;MA
AVwco5kIByjofQCxgijC;257 Main St;Pizza Place;Wareham;US;41.75920526;-70.71649555;USD;Soy onion spread, pulled chicken, red pepper, scallion, shitake, mozzarella;Cheese Pizza;Minervas;2571;MA
AVwco6DL_7pvs4fzxWaP;19065 Beach Blvd;Pizza Place;Huntington Beach;US;33.68510357;-117.9903746;USD;Cheese, sausage, pepperoni;Cheese Pizza;Two Brothers Pizza;92648;CA
AVwco6DL_7pvs4fzxWaP;19065 Beach Blvd;Pizza Place;Huntington Beach;US;33.68510357;-117.9903746;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Sicilian Cheese Pizza;Two Brothers Pizza;92648;CA
AVwco6DL_7pvs4fzxWaP;19065 Beach Blvd;Pizza Place;Huntington Beach;US;33.68510357;-117.9903746;USD;beef, pizza sauce, onions and provolone cheese;Works Pizza;Two Brothers Pizza;92648;CA
AVwcoCbeIN2L1WUfnFej;275 N Morton St;Take Out Restaurants,Restaurants,Pizza;Franklin;US;39.48296;-86.06386;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Add To Large Pizzas;Papa John's Pizza;46131;Bengal
AVwcodiqkufWRAb5xVde;9749 N E 119th Way;Wine Bar;Kirkland;US;47.7067;-122.2117319;USD;Smoked pepper sauce, squash, onion, almond, feta, salsa verde;Margherita Flatbread Pizza;Brix Wine Café;98034;Kingsgate
AVwcodiqkufWRAb5xVde;9749 N E 119th Way;Wine Bar;Kirkland;US;47.7067;-122.2117319;USD;Red sauce, pork belly, housemade sausage, bacon, ham, mozzarella.;Pesto Chicken and Artichoke Flatbread Pizza;Brix Wine Café;98034;Kingsgate
AVwcodiqkufWRAb5xVde;9749 N E 119th Way;Wine Bar;Kirkland;US;47.7067;-122.2117319;USD;Soy onion spread, pulled chicken, red pepper, scallion, shitake, mozzarella;Prosciutto and Arugula Flatbread Pizza;Brix Wine Café;98034;Kingsgate
AVwcoe9hkufWRAb5xVq1;1705 N. Cuernavaca Dr.;Restaurant,Breakfast & Brunch,Gastropub,Convenience Store and Gastropub,Convenience Store;Austin;US;30.34038;-97.86338;USD;Cheese, sausage, pepperoni;Wood Oven Cheese Pizza;The 263 Restaurant & Provisions;78733;TX
AVwcoNZUByjofQCxgaUM;33901 Woodward Ave;Take Out Restaurants,Restaurants,Pizza Place,Pizza;Birmingham;US;42.53826;-83.20606;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Deep Dish Pizza;Hungry Howie's Pizza;48009;MI
AVwcoNZUByjofQCxgaUM;33901 Woodward Ave;Take Out Restaurants,Restaurants,Pizza Place,Pizza;Birmingham;US;42.53826;-83.20606;USD;beef, pizza sauce, onions and provolone cheese;Junior Pizza;Hungry Howie's Pizza;48009;MI
AVwcoNZUByjofQCxgaUM;33901 Woodward Ave;Take Out Restaurants,Restaurants,Pizza Place,Pizza;Birmingham;US;42.53826;-83.20606;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Large Pizza;Hungry Howie's Pizza;48009;MI
AVwcoNZUByjofQCxgaUM;33901 Woodward Ave;Take Out Restaurants,Restaurants,Pizza Place,Pizza;Birmingham;US;42.53826;-83.20606;USD;Cheese, sausage, pepperoni;Medium Pizza;Hungry Howie's Pizza;48009;MI
AVwcoNZUByjofQCxgaUM;33901 Woodward Ave;Take Out Restaurants,Restaurants,Pizza Place,Pizza;Birmingham;US;42.53826;-83.20606;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Medium Thin Crust Pizza;Hungry Howie's Pizza;48009;MI
AVwcoNZUByjofQCxgaUM;33901 Woodward Ave;Take Out Restaurants,Restaurants,Pizza Place,Pizza;Birmingham;US;42.53826;-83.20606;USD;beef, pizza sauce, onions and provolone cheese;Pizza Sub;Hungry Howie's Pizza;48009;MI
AVwcoNZUByjofQCxgaUM;33901 Woodward Ave;Take Out Restaurants,Restaurants,Pizza Place,Pizza;Birmingham;US;42.53826;-83.20606;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Pizza Sub Deluxe;Hungry Howie's Pizza;48009;MI
AVwcoNZUByjofQCxgaUM;33901 Woodward Ave;Take Out Restaurants,Restaurants,Pizza Place,Pizza;Birmingham;US;42.53826;-83.20606;USD;Smoked pepper sauce, squash, onion, almond, feta, salsa verde;Small Pizza;Hungry Howie's Pizza;48009;MI
AVwcoQOjkufWRAb5xTUU;15080 Idlewild Rd;Italian Restaurant and Pizza Place;Matthews;US;35.12226018;-80.65446284;USD;Red sauce, pork belly, housemade sausage, bacon, ham, mozzarella.;Bbq Chicken Pizza;Mama's Pizza & Restaurant;28104;Wesley Chapel
AVwcoQOjkufWRAb5xTUU;15080 Idlewild Rd;Italian Restaurant and Pizza Place;Matthews;US;35.12226018;-80.65446284;USD;Soy onion spread, pulled chicken, red pepper, scallion, shitake, mozzarella;Bbq Chicken Pizza;Mama's Pizza & Restaurant;28104;Wesley Chapel
AVwcoQOjkufWRAb5xTUU;15080 Idlewild Rd;Italian Restaurant and Pizza Place;Matthews;US;35.12226018;-80.65446284;USD;Cheese, sausage, pepperoni;Buffalo Chicken Pizza;Mama's Pizza & Restaurant;28104;Wesley Chapel
AVwcoQOjkufWRAb5xTUU;15080 Idlewild Rd;Italian Restaurant and Pizza Place;Matthews;US;35.12226018;-80.65446284;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Hawaiian Pizza;Mama's Pizza & Restaurant;28104;Wesley Chapel
AVwcoQOjkufWRAb5xTUU;15080 Idlewild Rd;Italian Restaurant and Pizza Place;Matthews;US;35.12226018;-80.65446284;USD;beef, pizza sauce, onions and provolone cheese;Marguerita Pizza;Mama's Pizza & Restaurant;28104;Wesley Chapel
AVwcoQOjkufWRAb5xTUU;15080 Idlewild Rd;Italian Restaurant and Pizza Place;Matthews;US;35.12226018;-80.65446284;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Staten Island Pizza;Mama's Pizza & Restaurant;28104;Wesley Chapel
AVwcoQOjkufWRAb5xTUU;15080 Idlewild Rd;Italian Restaurant and Pizza Place;Matthews;US;35.12226018;-80.65446284;USD;Smoked pepper sauce, squash, onion, almond, feta, salsa verde;Veggie Pizza;Mama's Pizza & Restaurant;28104;Wesley Chapel
AVwcoU_zkufWRAb5xUC-;1515 Pease St;Restaurant Management & Consultants,Caribbean Restaurant,Caribbean Restaurants;Houston;US;29.749113;-95.364468;USD;Red sauce, pork belly, housemade sausage, bacon, ham, mozzarella.;Calabash Island Pizza;Calabash Island Eats;77002;TX
AVwcoU_zkufWRAb5xUC-;1515 Pease St;Restaurant Management & Consultants,Caribbean Restaurant,Caribbean Restaurants;Houston;US;29.749113;-95.364468;USD;Soy onion spread, pulled chicken, red pepper, scallion, shitake, mozzarella;Calabash Pizza;Calabash Island Eats;77002;TX
AVwcoVmmByjofQCxgb0V;440 Park Ave S;Restaurant,Pizza Place;New York;US;40.744049;-73.983838;USD;Cheese, sausage, pepperoni;Pizza;California Pizza Kitchen - Nyc;10016;Nyc
AVwcoW_jkufWRAb5xUar;150 Laishley Ct;Restaurant,business attorneys;Punta Gorda;US;26.938991;-82.050733;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Flat Bread Pizza;Laishley Crab House;33950;FL
AVwcoZ4dIN2L1WUfnJn4;584 Amsterdam Ave;Restaurant;New York;US;40.789205;-73.973906;USD;beef, pizza sauce, onions and provolone cheese;Artichoke Pizza;Bodrum Turkish Mediterranean;10024;Nyc
AVwcoZ4dIN2L1WUfnJn4;584 Amsterdam Ave;Restaurant;New York;US;40.789205;-73.973906;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Margherita Pizza;Bodrum Turkish Mediterranean;10024;Nyc
AVwcoZ4dIN2L1WUfnJn4;584 Amsterdam Ave;Restaurant;New York;US;40.789205;-73.973906;USD;Cheese, sausage, pepperoni;Mediterranean Pizza;Bodrum Turkish Mediterranean;10024;Nyc
AVwcoZ4dIN2L1WUfnJn4;584 Amsterdam Ave;Restaurant;New York;US;40.789205;-73.973906;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Mushroom Pizza;Bodrum Turkish Mediterranean;10024;Nyc
